Algorithm,Cost,Repetition
MOEA/D,40.12613546848297,600.0878853672197
MOEA/D,40.315003395080566,590.1482282756937
MOEA/D,40.03833746910095,592.4647719541446
MOEA/D,40.176687479019165,586.8961514520337
MOEA/D,40.118337512016296,598.6340016902677
MOEA/D,40.118337512016296,610.59939414332
MOEA/D,40.118337512016296,606.9789256364943
MOEA/D,40.25582545995712,602.4064888621816
MOEA/D,40.118337512016296,604.5489721192869
MOEA/D,40.20202845335007,596.2773745260588
MOEA/D,40.03833746910095,589.5577806319988
MOEA/D,40.118337512016296,610.0300829598737
MOEA/D,40.03833746910095,604.9363106595073
MOEA/D,40.03833746910095,601.3150873264667
MOEA/D,40.03833746910095,612.3526797880057
MOEA/D,40.118337512016296,609.4025068428323
MOEA/D,40.277266442775726,599.8135285956123
MOEA/D,40.20202857255936,579.4006239666764
MOEA/D,40.08033746480942,596.3876189196905
MOEA/D,40.264485478401184,595.0675899973854
MOEA/D,40.118337512016296,602.6938744262274
MOEA/D,40.03833746910095,599.1235717937034
MOEA/D,40.08033746480942,610.3448973756057
MOEA/D,40.315003395080566,597.093452207071
MOEA/D,40.33500337600708,603.3138765544238
MOEA/D,40.264485478401184,608.2757781727832
MOEA/D,40.03833746910095,613.8770582545712
MOEA/D,40.25582545995712,615.8710775937915
MOEA/D,40.03833746910095,607.3598928730427
MOEA/D,40.315003395080566,594.0152869218272
