Algorithm,Cost,Repetition
MOEA/D,20.30465853214264,268.38333333333327
MOEA/D,20.30465853214264,271.61888666888666
MOEA/D,20.30465853214264,271.20763125763125
MOEA/D,20.30465853214264,265.5447885447885
MOEA/D,20.30465853214264,272.3447885447885
MOEA/D,20.30465853214264,277.593837535014
MOEA/D,20.30465853214264,274.1484126984127
MOEA/D,20.30465853214264,268.3920902626785
MOEA/D,20.264625787734985,270.0030303030303
MOEA/D,20.264625787734985,267.4307422969188
MOEA/D,20.30465853214264,272.49102009102006
MOEA/D,20.30465853214264,267.8836996336996
MOEA/D,20.30465853214264,265.947619047619
MOEA/D,20.30465853214264,270.3387445887446
MOEA/D,20.30465853214264,267.9685980685981
MOEA/D,20.30465853214264,266.5441919191919
MOEA/D,20.30465853214264,264.8717948717948
MOEA/D,20.30465853214264,267.2928571428571
MOEA/D,20.30465853214264,267.4621434121434
MOEA/D,20.30465853214264,265.3040959040959
MOEA/D,20.30465853214264,268.22089022089017
MOEA/D,20.264625787734985,271.5022533022533
MOEA/D,20.30465853214264,271.79244089244094
MOEA/D,20.30465853214264,278.2228021978022
MOEA/D,20.30465853214264,275.2707070707071
MOEA/D,20.30465853214264,274.504593119299
MOEA/D,20.30465853214264,267.92898767898765
MOEA/D,20.30465853214264,270.0492784992785
MOEA/D,20.30465853214264,263.1665223665224
MOEA/D,20.264625787734985,270.59558219558215
